"","State","County","Census_Pop_2020","Population_Estimate_2023","Births_2023","Deaths_2023"
"2162","OK","Ellis County",3749,3648,40,50
"2163","OK","Garfield County",62846,62023,819,781
"2164","OK","Garvin County",25656,25865,325,426
"2165","OK","Grady County",54795,57375,572,650
"2166","OK","Grant County",4169,4083,45,70
"2167","OK","Greer County",5491,5466,53,93
"2168","OK","Harmon County",2488,2392,27,47
"2169","OK","Harper County",3272,3190,27,38
"2170","OK","Haskell County",11561,11832,152,189
"2171","OK","Hughes County",13367,13436,158,222
"2172","OK","Jackson County",24785,24669,358,276
"2173","OK","Jefferson County",5337,5347,57,93
"2174","OK","Johnston County",10272,10216,117,175
"2175","OK","Kay County",43700,43641,553,631
"2176","OK","Kingfisher County",15184,15481,153,166
"2177","OK","Kiowa County",8509,8398,107,141
"2178","OK","Latimer County",9444,9526,101,162
"2179","OK","Le Flore County",48129,49596,769,736
"2180","OK","Lincoln County",33458,34562,325,452
"2181","OK","Logan County",49555,53029,541,467
"2182","OK","Love County",10146,10296,101,140
"2183","OK","McClain County",41662,47072,455,403
"2184","OK","McCurtain County",30814,30660,356,554
"2185","OK","McIntosh County",18941,19603,189,393
"2186","OK","Major County",7782,7581,86,115
"2187","OK","Marshall County",15312,15970,214,257
"2188","OK","Mayes County",39046,39889,478,607
"2189","OK","Murray County",13904,13754,153,216
"2190","OK","Muskogee County",66339,66677,845,1045
"2191","OK","Noble County",10924,10832,88,171
"2192","OK","Nowata County",9320,9438,107,151
"2193","OK","Okfuskee County",11310,11300,140,179
"2194","OK","Oklahoma County",796292,808866,10906,7664
"2195","OK","Okmulgee County",36706,37035,432,636
"2196","OK","Osage County",45818,46130,420,569
"2197","OK","Ottawa County",30285,30287,432,533
"2198","OK","Pawnee County",15553,15864,162,256
"2199","OK","Payne County",81646,83352,750,692
"2200","OK","Pittsburg County",43773,43479,487,699
"2201","OK","Pontotoc County",38065,38396,458,549
"2202","OK","Pottawatomie County",72454,73791,841,1033
"2203","OK","Pushmataha County",10812,10800,100,249
"2204","OK","Roger Mills County",3442,3295,35,43
"2205","OK","Rogers County",95240,100248,1055,988
"2206","OK","Seminole County",23556,23565,286,398
"2207","OK","Sequoyah County",39281,40291,600,594
"2208","OK","Stephens County",42848,44014,480,640
"2209","OK","Texas County",21384,20371,339,152
"2210","OK","Tillman County",6968,6869,63,125
"2211","OK","Tulsa County",669279,682868,8632,6662
"2212","OK","Wagoner County",80981,89280,914,816
"2213","OK","Washington County",52455,53706,579,702
"2214","OK","Washita County",10924,10736,117,155
"2215","OK","Woods County",8624,8564,87,93
"2216","OK","Woodward County",20470,19947,211,241
"2217","OR","Baker County",16668,16912,144,270
"2218","OR","Benton County",95184,97713,620,670
"2219","OR","Clackamas County",421401,423173,3638,3881
"2220","OR","Clatsop County",41072,41102,304,540
"2221","OR","Columbia County",52589,53880,442,563
"2222","OR","Coos County",64929,64212,507,1117
"2223","OR","Crook County",24738,26952,244,326
"2224","OR","Curry County",23446,23296,144,469
"2225","OR","Deschutes County",198253,208513,1848,1729
"2226","OR","Douglas County",111201,112435,951,1889
"2227","OR","Gilliam County",1995,2026,18,36
"2228","OR","Grant County",7233,7215,69,115
"2229","OR","Harney County",7495,7440,78,109
"2230","OR","Hood River County",23977,23745,221,194
"2231","OR","Jackson County",223259,220768,2083,2758
"2232","OR","Jefferson County",24502,25454,262,293
"2233","OR","Josephine County",88090,87821,802,1446
"2234","OR","Klamath County",69413,70003,740,1009
"2235","OR","Lake County",8160,8293,81,145
"2236","OR","Lane County",382971,381181,3033,4439
"2237","OR","Lincoln County",50395,50821,356,765
"2238","OR","Linn County",128610,131496,1391,1576
"2239","OR","Malheur County",31571,32044,365,376
"2240","OR","Marion County",345920,346741,3847,3380
"2241","OR","Morrow County",12186,12302,139,126
"2242","OR","Multnomah County",815428,789698,7271,6731
"2243","OR","Polk County",87433,89805,864,885
"2244","OR","Sherman County",1870,1951,22,25
"2245","OR","Tillamook County",27390,27417,209,419
"2246","OR","Umatilla County",80075,80053,789,842
"2247","OR","Union County",26196,25944,255,351
"2248","OR","Wallowa County",7391,7674,60,115
"2249","OR","Wasco County",26670,26333,248,388
"2250","OR","Washington County",600372,598865,5973,4131
"2251","OR","Wheeler County",1451,1436,7,21
"2252","OR","Yamhill County",107722,108644,1021,1156
"2253","PA","Adams County",103852,106748,953,1142
"2254","PA","Allegheny County",1250578,1224825,11896,13684
"2255","PA","Armstrong County",65558,64074,526,977
"2256","PA","Beaver County",168215,165631,1463,2202
"2257","PA","Bedford County",47577,47350,463,675
"2258","PA","Berks County",428849,432821,4567,4304
"2259","PA","Blair County",122822,120273,1123,1685
"2260","PA","Bradford County",59967,59695,622,788
"2261","PA","Bucks County",646538,645984,5821,6193
"2262","PA","Butler County",193763,198413,1615,2207
"2263","PA","Cambria County",133472,130668,1125,1876
"2264","PA","Cameron County",4547,4380,27,80
"2265","PA","Carbon County",64749,65458,583,911
"2266","PA","Centre County",158172,157795,1088,1133
"2267","PA","Chester County",534413,549784,5675,3971
"2268","PA","Clarion County",37241,36970,344,576
"2269","PA","Clearfield County",80562,77090,675,1142
"2270","PA","Clinton County",37450,37607,349,472
"2271","PA","Columbia County",64727,65439,542,821
"2272","PA","Crawford County",83938,82001,870,1141
"2273","PA","Cumberland County",259469,270738,2508,2504
"2274","PA","Dauphin County",286401,289234,3081,2887
"2275","PA","Delaware County",576830,576720,6383,5362
"2276","PA","Elk County",30990,30198,259,445
"2277","PA","Erie County",270876,267571,2738,3050
"2278","PA","Fayette County",128804,123915,723,2112
"2279","PA","Forest County",6973,6449,23,117
"2280","PA","Franklin County",155932,157854,1718,1855
"2281","PA","Fulton County",14556,14468,135,231
"2282","PA","Greene County",35954,34357,158,507
"2283","PA","Huntingdon County",44092,43514,417,567
"2284","PA","Indiana County",83246,83094,733,1038
"2285","PA","Jefferson County",44492,43612,445,617
"2286","PA","Juniata County",23509,23243,263,342
"2287","PA","Lackawanna County",215896,216123,2093,2675
"2288","PA","Lancaster County",552984,558589,6887,5280
"2289","PA","Lawrence County",86070,84472,766,1313
"2290","PA","Lebanon County",143257,144252,1578,1707
"2291","PA","Lehigh County",374557,377754,3940,3605
"2292","PA","Luzerne County",325594,327388,3191,4124
"2293","PA","Lycoming County",114188,112724,934,1436
"2294","PA","McKean County",40432,39519,324,592
"2295","PA","Mercer County",110652,108503,1014,1654
"2296","PA","Mifflin County",46143,45922,535,622
"2297","PA","Monroe County",168327,166053,1338,1702
"2298","PA","Montgomery County",856553,868742,8700,7570
"2299","PA","Montour County",18136,17860,180,237
"2300","PA","Northampton County",312951,319091,2787,3201
"2301","PA","Northumberland County",91647,90120,874,1233
"2302","PA","Perry County",45842,46083,433,544
"2303","PA","Philadelphia County",1603797,1550542,19208,14689
"2304","PA","Pike County",58535,61247,420,649
"2305","PA","Potter County",16396,15999,167,289
"2306","PA","Schuylkill County",143049,143786,1187,1936
"2307","PA","Snyder County",39736,39717,406,421
"2308","PA","Somerset County",74129,72197,576,1086
"2309","PA","Sullivan County",5840,5834,37,131
"2310","PA","Susquehanna County",38434,38109,360,543
"2311","PA","Tioga County",41045,40840,373,566
"2312","PA","Union County",42681,42042,345,457
"2313","PA","Venango County",50454,49431,459,805
"2314","PA","Warren County",38587,37572,354,637
"2315","PA","Washington County",209349,210232,1867,2664
"2316","PA","Wayne County",51155,51262,396,774
"2317","PA","Westmoreland County",354663,351163,2788,4710
"2318","PA","Wyoming County",26069,25902,249,396
"2319","PA","York County",456438,464640,4812,4706
"2320","RI","Bristol County",50793,50255,342,573
"2321","RI","Kent County",170363,171278,1458,1977
"2322","RI","Newport County",85643,83832,632,845
"2323","RI","Providence County",660741,660615,6744,5740
"2324","RI","Washington County",129839,129982,830,1299
"2325","SC","Abbeville County",24295,24434,217,404
"2326","SC","Aiken County",168808,177130,2272,2225
"2327","SC","Allendale County",8039,7369,68,152
"2328","SC","Anderson County",203718,213076,2265,2670
"2329","SC","Bamberg County",13311,12974,133,234
"2330","SC","Barnwell County",20589,20447,260,315
"2331","SC","Beaufort County",187117,198979,1910,1906
"2332","SC","Berkeley County",229861,255217,2826,1916
"2333","SC","Calhoun County",14119,14186,121,230
"2334","SC","Charleston County",408235,424367,4931,3397
"2335","SC","Cherokee County",56216,56714,659,843
"2336","SC","Chester County",32294,32226,334,516
"2337","SC","Chesterfield County",43273,44031,521,649
"2338","SC","Clarendon County",31144,31004,287,539
"2339","SC","Colleton County",38604,38874,456,693
"2340","SC","Darlington County",62905,62416,726,997
"2341","SC","Dillon County",28292,27698,376,478
"2342","SC","Dorchester County",161540,169833,1919,1447
"2343","SC","Edgefield County",25657,27607,204,363
"2344","SC","Fairfield County",20948,20422,197,377
"2345","SC","Florence County",137059,137214,1568,1806
"2346","SC","Georgetown County",63404,65731,480,968
"2347","SC","Greenville County",525534,558036,6521,5127
"2348","SC","Greenwood County",69351,69460,741,948
"2349","SC","Hampton County",18561,18122,195,289
"2350","SC","Horry County",351029,397478,3199,4611
"2351","SC","Jasper County",28791,33544,408,385
"2352","SC","Kershaw County",65403,69905,724,915
"2353","SC","Lancaster County",96016,108215,1248,1190
"2354","SC","Laurens County",67539,68873,723,1032
"2355","SC","Lee County",16531,15967,149,293
"2356","SC","Lexington County",293991,309528,3379,2905
"2357","SC","McCormick County",9526,9941,75,177
"2358","SC","Marion County",29183,28508,320,497
"2359","SC","Marlboro County",26667,25704,287,451
"2360","SC","Newberry County",37719,38825,418,540
"2361","SC","Oconee County",78607,81221,631,1089
"2362","SC","Orangeburg County",84223,82820,815,1301
"2363","SC","Pickens County",131404,135495,1145,1499
"2364","SC","Richland County",416147,425138,4599,3522
"2365","SC","Saluda County",18862,19123,242,276
"2366","SC","Spartanburg County",327997,356698,3840,3772
"2367","SC","Sumter County",105556,104165,1310,1364
"2368","SC","Union County",27244,26629,243,504
"2369","SC","Williamsburg County",31026,29891,263,519
"2370","SC","York County",282090,298320,3376,2521
"2371","SD","Aurora County",2747,2782,38,44
"2372","SD","Beadle County",19149,19591,278,179
"2373","SD","Bennett County",3381,3305,50,43
"2374","SD","Bon Homme County",7003,7065,74,95
"2375","SD","Brookings County",34375,35980,385,214
"2376","SD","Brown County",38301,37733,412,363
"2377","SD","Brule County",5247,5311,63,48
"2378","SD","Buffalo County",1948,1884,38,41
"2379","SD","Butte County",10243,10863,135,115
"2380","SD","Campbell County",1377,1340,19,25
"2381","SD","Charles Mix County",9373,9240,143,93
"2382","SD","Clark County",3837,3948,59,35
"2383","SD","Clay County",14967,15431,137,113
"2384","SD","Codington County",28325,28971,326,268
"2385","SD","Corson County",3902,3782,78,68
"2386","SD","Custer County",8318,9117,77,92
"2387","SD","Davison County",19956,19922,229,230
"2388","SD","Day County",5449,5451,46,77
"2389","SD","Deuel County",4295,4354,56,47
"2390","SD","Dewey County",5239,5208,108,102
"2391","SD","Douglas County",2835,2838,45,38
"2392","SD","Edmunds County",3986,4057,56,48
"2393","SD","Fall River County",6973,7393,50,138
"2394","SD","Faulk County",2125,2151,31,31
"2395","SD","Grant County",7556,7553,94,99
"2396","SD","Gregory County",3994,4018,47,54
"2397","SD","Haakon County",1872,1851,25,26
"2398","SD","Hamlin County",6164,6451,140,53
"2399","SD","Hand County",3145,3107,39,55
"2400","SD","Hanson County",3461,3471,39,30
"2401","SD","Harding County",1311,1324,17,6
"2402","SD","Hughes County",17765,17624,219,189
"2403","SD","Hutchinson County",7427,7394,96,102
"2404","SD","Hyde County",1262,1186,13,25
"2405","SD","Jackson County",2806,2776,62,39
"2406","SD","Jerauld County",1663,1660,18,18
"2407","SD","Jones County",917,855,8,12
"2408","SD","Kingsbury County",5187,5276,66,72
"2409","SD","Lake County",11059,11031,109,108
"2410","SD","Lawrence County",25768,28053,203,272
"2411","SD","Lincoln County",65161,73238,834,328
"2412","SD","Lyman County",3718,3705,68,45
"2413","SD","McCook County",5682,5809,80,74
"2414","SD","McPherson County",2411,2334,20,37
"2415","SD","Marshall County",4306,4390,65,56
"2416","SD","Meade County",29852,30954,272,244
"2417","SD","Mellette County",1918,1851,30,35
"2418","SD","Miner County",2298,2280,27,38
"2419","SD","Minnehaha County",197214,206930,2804,1512
"2420","SD","Moody County",6336,6450,93,68
"2421","SD","Oglala Lakota County",13672,13434,242,197
"2422","SD","Pennington County",109222,115903,1450,1108
"2423","SD","Perkins County",2835,2834,34,38
"2424","SD","Potter County",2472,2413,23,33
"2425","SD","Roberts County",10280,10206,142,112
"2426","SD","Sanborn County",2330,2399,35,31
"2427","SD","Spink County",6361,6166,75,83
"2428","SD","Stanley County",2980,3043,30,32
"2429","SD","Sully County",1446,1494,12,14
"2430","SD","Todd County",9319,9199,195,119
"2431","SD","Tripp County",5624,5621,66,60
"2432","SD","Turner County",8673,9027,92,107
"2433","SD","Union County",16811,17183,192,129
"2434","SD","Walworth County",5315,5269,76,69
"2435","SD","Yankton County",23310,23517,243,245
"2436","SD","Ziebach County",2413,2322,41,35
"2437","TN","Anderson County",77123,80234,830,1154
"2438","TN","Bedford County",50237,53055,713,612
"2439","TN","Benton County",15864,16103,157,317
"2440","TN","Bledsoe County",14913,15060,132,179
"2441","TN","Blount County",135280,141456,1304,1708
"2442","TN","Bradley County",108620,111579,1183,1423
"2443","TN","Campbell County",39272,40223,430,711
"2444","TN","Cannon County",14506,15063,183,204
"2445","TN","Carroll County",28440,28860,274,463
"2446","TN","Carter County",56356,57022,439,858
"2447","TN","Cheatham County",41072,42254,494,535
"2448","TN","Chester County",17341,17606,180,251
"2449","TN","Claiborne County",32043,32654,338,542
"2450","TN","Clay County",7581,7714,76,133
"2451","TN","Cocke County",35999,37404,373,673
"2452","TN","Coffee County",57889,60633,702,802
"2453","TN","Crockett County",13911,13982,158,208
"2454","TN","Cumberland County",61145,64760,532,1120
"2455","TN","Davidson County",715884,712334,10032,5642
"2456","TN","Decatur County",11435,11656,105,213
"2457","TN","DeKalb County",20080,21225,241,328
"2458","TN","Dickson County",54315,56729,645,700
"2459","TN","Dyer County",36801,36498,497,593
"2460","TN","Fayette County",41990,44175,450,534
"2461","TN","Fentress County",18489,19696,211,356
"2462","TN","Franklin County",42774,44654,438,599
"2463","TN","Gibson County",50429,51045,629,860
"2464","TN","Giles County",30346,30721,304,492
"2465","TN","Grainger County",23527,24681,266,377
"2466","TN","Greene County",70152,72577,647,1145
"2467","TN","Grundy County",13529,13955,169,239
"2468","TN","Hamblen County",64499,66216,773,998
"2469","TN","Hamilton County",366207,379864,4500,3913
"2470","TN","Hancock County",6662,6956,56,127
"2471","TN","Hardeman County",25462,25567,282,376
"2472","TN","Hardin County",26831,27229,286,491
"2473","TN","Hawkins County",56721,58600,500,940
"2474","TN","Haywood County",17864,17328,196,279
"2475","TN","Henderson County",27842,28070,307,414
"2476","TN","Henry County",32199,32554,314,521
"2477","TN","Hickman County",24925,25826,278,362
"2478","TN","Houston County",8283,8393,78,138
"2479","TN","Humphreys County",18990,19209,198,337
"2480","TN","Jackson County",11617,12363,104,175
"2481","TN","Jefferson County",54683,57838,542,794
"2482","TN","Johnson County",17948,18375,148,293
"2483","TN","Knox County",478971,500669,5444,5082
"2484","TN","Lake County",7005,6347,64,144
"2485","TN","Lauderdale County",25143,24610,332,351
"2486","TN","Lawrence County",44159,46114,590,637
"2487","TN","Lewis County",12582,13066,118,219
"2488","TN","Lincoln County",35319,36169,421,511
"2489","TN","Loudon County",54886,60591,539,766
"2490","TN","McMinn County",53276,55678,604,855
"2491","TN","McNairy County",25866,26163,309,442
"2492","TN","Macon County",25216,26793,296,327
"2493","TN","Madison County",98823,99193,1169,1193
"2494","TN","Marion County",28837,29382,290,437
"2495","TN","Marshall County",34318,36961,429,441
"2496","TN","Maury County",100974,110760,1331,1106
"2497","TN","Meigs County",12758,13691,117,206
"2498","TN","Monroe County",46250,48594,508,736
"2499","TN","Montgomery County",220069,239872,3722,1743
"2500","TN","Moore County",6461,6748,53,95
"2501","TN","Morgan County",21035,21573,195,319
"2502","TN","Obion County",30787,30411,363,471
"2503","TN","Overton County",22511,23327,242,394
"2504","TN","Perry County",8366,8891,103,145
"2505","TN","Pickett County",5001,5128,31,77
"2506","TN","Polk County",17544,18033,166,330
"2507","TN","Putnam County",79854,83844,943,931
"2508","TN","Rhea County",32870,33924,372,518
"2509","TN","Roane County",53404,56096,507,845
"2510","TN","Robertson County",72803,76776,897,870
"2511","TN","Rutherford County",341486,367101,4256,2548
"2512","TN","Scott County",21850,22171,266,358
"2513","TN","Sequatchie County",15826,17161,196,216
"2514","TN","Sevier County",98380,99415,1072,1301
"2515","TN","Shelby County",929744,910042,12539,9509
"2516","TN","Smith County",19904,20538,231,276
"2517","TN","Stewart County",13657,14222,130,205
"2518","TN","Sullivan County",158163,162135,1501,2347
"2519","TN","Sumner County",196281,207994,2242,2057
"2520","TN","Tipton County",60970,62015,692,757
"2521","TN","Trousdale County",11615,12271,115,147
"2522","TN","Unicoi County",17928,17756,141,368
"2523","TN","Union County",19802,20741,231,333
"2524","TN","Van Buren County",6168,6493,67,145
"2525","TN","Warren County",40953,42638,547,567
"2526","TN","Washington County",133001,138420,1260,1702
"2527","TN","Wayne County",16232,16066,148,252
"2528","TN","Weakley County",32902,33084,340,469
"2529","TN","White County",27351,28692,287,453
"2530","TN","Williamson County",247726,264460,2415,1499
"2531","TN","Wilson County",147737,163674,1719,1387
"2532","TX","Anderson County",57922,57736,594,802
"2533","TX","Andrews County",18610,18664,292,152
"2534","TX","Angelina County",86395,87319,1178,1102
"2535","TX","Aransas County",23830,25374,235,412
"2536","TX","Archer County",8560,9029,90,109
"2537","TX","Armstrong County",1848,1832,23,30
"2538","TX","Atascosa County",48981,51784,624,551
"2539","TX","Austin County",30167,31677,390,343
"2540","TX","Bailey County",6904,6672,113,76
"2541","TX","Bandera County",20851,22637,192,314
"2542","TX","Bastrop County",97216,110778,1321,852
"2543","TX","Baylor County",3465,3463,34,79
"2544","TX","Bee County",31047,30850,313,374
"2545","TX","Bell County",370647,393193,6539,2880
"2546","TX","Bexar County",2009324,2087679,26765,15947
"2547","TX","Blanco County",11374,13048,87,155
"2548","TX","Borden County",631,572,5,7
"2549","TX","Bosque County",18235,18996,196,294
"2550","TX","Bowie County",92893,91687,1101,1208
"2551","TX","Brazoria County",372031,398938,4834,2959
"2552","TX","Brazos County",233849,244703,2885,1276
"2553","TX","Brewster County",9546,9513,90,109
"2554","TX","Briscoe County",1435,1445,10,16
"2555","TX","Brooks County",7076,6848,101,98
"2556","TX","Brown County",38095,38709,468,588
"2557","TX","Burleson County",17642,19475,216,283
"2558","TX","Burnet County",49130,53991,531,620
"2559","TX","Caldwell County",45883,49859,646,458
"2560","TX","Calhoun County",20106,19696,238,260
"2561","TX","Callahan County",13708,14374,143,215
"2562","TX","Cameron County",421017,426710,6022,3228
"2563","TX","Camp County",12464,13000,209,226
"2564","TX","Carson County",5807,5878,69,82
"2565","TX","Cass County",28454,28659,365,548
"2566","TX","Castro County",7371,7227,115,94
"2567","TX","Chambers County",46571,53876,611,394
"2568","TX","Cherokee County",50412,52217,682,715
"2569","TX","Childress County",6664,6788,66,81
"2570","TX","Clay County",10218,10738,115,148
"2571","TX","Cochran County",2547,2509,51,43
"2572","TX","Coke County",3285,3352,39,65
"2573","TX","Coleman County",7684,7842,94,204
"2574","TX","Collin County",1064465,1195359,12840,5299
"2575","TX","Collingsworth County",2652,2563,36,41
"2576","TX","Colorado County",20557,21117,294,327
"2577","TX","Comal County",161501,193928,1822,1550
"2578","TX","Comanche County",13594,14050,186,206
"2579","TX","Concho County",3303,3297,25,33
"2580","TX","Cooke County",41668,43782,580,475
"2581","TX","Coryell County",83093,84878,1058,641
"2582","TX","Cottle County",1380,1294,10,21
"2583","TX","Crane County",4675,4574,67,48
"2584","TX","Crockett County",3098,2858,56,55
"2585","TX","Crosby County",5133,4917,67,98
"2586","TX","Culberson County",2188,2196,31,31
"2587","TX","Dallam County",7115,7237,191,77
"2588","TX","Dallas County",2613539,2606358,36886,17336
"2589","TX","Dawson County",12456,12004,185,159
"2590","TX","Deaf Smith County",18583,18347,328,209
"2591","TX","Delta County",5230,5520,65,85
"2592","TX","Denton County",906422,1007703,11361,4558
"2593","TX","DeWitt County",19824,19929,216,280
"2594","TX","Dickens County",1770,1711,20,29
"2595","TX","Dimmit County",8615,8257,143,150
"2596","TX","Donley County",3258,3214,36,61
"2597","TX","Duval County",9831,9604,147,169
"2598","TX","Eastland County",17725,18037,225,359
"2599","TX","Ector County",165171,164494,2987,1399
"2600","TX","Edwards County",1422,1393,20,31
"2601","TX","Ellis County",192455,222829,2721,1594
"2602","TX","El Paso County",865657,869880,11089,6332
"2603","TX","Erath County",42545,44195,501,423
"2604","TX","Falls County",16968,17286,179,231
"2605","TX","Fannin County",35662,37571,365,543
"2606","TX","Fayette County",24435,25474,259,360
"2607","TX","Fisher County",3672,3612,28,62
"2608","TX","Floyd County",5402,5090,58,89
"2609","TX","Foard County",1095,1079,9,25
"2610","TX","Fort Bend County",822779,916778,9567,4178
"2611","TX","Franklin County",10359,10735,104,127
"2612","TX","Freestone County",19435,20441,239,242
"2613","TX","Frio County",18385,17987,231,206
"2614","TX","Gaines County",21598,22523,482,166
"2615","TX","Galveston County",350682,361744,4053,3171
"2616","TX","Garza County",5816,4517,53,64
"2617","TX","Gillespie County",26725,27733,246,384
"2618","TX","Glasscock County",1116,1141,14,11
"2619","TX","Goliad County",7012,7144,68,99
"2620","TX","Gonzales County",19653,19930,292,256
"2621","TX","Gray County",21227,20916,244,336
"2622","TX","Grayson County",135543,146907,1846,1706
"2623","TX","Gregg County",124239,126243,1744,1585
"2624","TX","Grimes County",29268,32384,415,370
"2625","TX","Guadalupe County",172706,188454,1920,1409
"2626","TX","Hale County",32522,31761,407,372
"2627","TX","Hall County",2825,2818,31,49
"2628","TX","Hamilton County",8222,8619,94,143
"2629","TX","Hansford County",5285,5071,68,61
"2630","TX","Hardeman County",3549,3490,46,44
"2631","TX","Hardin County",56231,58261,732,720
"2632","TX","Harris County",4731145,4835125,65450,30755
"2633","TX","Harrison County",68839,70895,883,849
"2634","TX","Hartley County",5382,5145,74,45
"2635","TX","Haskell County",5416,5385,47,110
"2636","TX","Hays County",241067,280486,3072,1448
"2637","TX","Hemphill County",3382,3189,37,23
"2638","TX","Henderson County",82150,86158,964,1349
"2639","TX","Hidalgo County",870781,898471,13671,5383
"2640","TX","Hill County",35874,38101,468,612
"2641","TX","Hockley County",21537,21460,284,283
"2642","TX","Hood County",61598,67774,691,871
"2643","TX","Hopkins County",36787,38172,480,486
"2644","TX","Houston County",22066,22066,269,367
"2645","TX","Howard County",34860,30554,376,427
"2646","TX","Hudspeth County",3202,3451,32,39
"2647","TX","Hunt County",99956,113347,1397,1133
"2648","TX","Hutchinson County",20617,20033,237,339
"2649","TX","Irion County",1513,1549,21,23
"2650","TX","Jack County",8472,8875,93,105
"2651","TX","Jackson County",14988,15221,243,161
"2652","TX","Jasper County",32980,32694,418,544
"2653","TX","Jeff Davis County",1996,1856,12,26
"2654","TX","Jefferson County",256526,251496,3260,2714
"2655","TX","Jim Hogg County",4838,4720,80,67
"2656","TX","Jim Wells County",38891,38662,506,527
"2657","TX","Johnson County",179927,202906,2454,1737
"2658","TX","Jones County",19663,20381,163,248
"2659","TX","Karnes County",14710,15018,158,170
"2660","TX","Kaufman County",145310,185690,2412,1287
"2661","TX","Kendall County",44279,50537,455,425
"2662","TX","Kenedy County",350,343,2,2
"2663","TX","Kent County",753,734,9,20
"2664","TX","Kerr County",52598,53915,509,775
"2665","TX","Kimble County",4286,4442,39,63
"2666","TX","King County",265,217,2,0
"2667","TX","Kinney County",3129,3148,28,55
"2668","TX","Kleberg County",31040,30069,364,319
"2669","TX","Knox County",3353,3302,40,68
"2670","TX","Lamar County",50088,51127,708,739
"2671","TX","Lamb County",13045,12711,169,171
"2672","TX","Lampasas County",21627,23262,213,321
"2673","TX","La Salle County",6664,6537,77,83
"2674","TX","Lavaca County",20337,20571,252,281
"2675","TX","Lee County",17478,18240,204,198
"2676","TX","Leon County",15719,16538,189,259
"2677","TX","Liberty County",91628,108272,1415,1015
"2678","TX","Limestone County",22146,22250,260,366
"2679","TX","Lipscomb County",3059,2906,40,39
"2680","TX","Live Oak County",11335,11584,94,153
"2681","TX","Llano County",21243,22875,229,375
"2682","TX","Loving County",64,43,0,2
"2683","TX","Lubbock County",310639,320940,4122,2879
"2684","TX","Lynn County",5596,5761,84,87
"2685","TX","McCulloch County",7630,7452,72,156
"2686","TX","McLennan County",260579,268583,3619,2517
"2687","TX","McMullen County",600,568,5,14
"2688","TX","Madison County",13455,13742,190,169
"2689","TX","Marion County",9725,9571,93,208
"2690","TX","Martin County",5237,5216,79,53
"2691","TX","Mason County",3953,3931,34,63
"2692","TX","Matagorda County",36255,36359,557,442
"2693","TX","Maverick County",57887,57762,978,527
"2694","TX","Medina County",50748,54797,628,524
"2695","TX","Menard County",1962,1958,18,38
"2696","TX","Midland County",169983,177108,3029,1244
"2697","TX","Milam County",24754,25951,302,393
"2698","TX","Mills County",4456,4548,44,89
"2699","TX","Mitchell County",8990,9075,72,103
"2700","TX","Montague County",19965,21598,210,349
"2701","TX","Montgomery County",620443,711354,8570,4559
"2702","TX","Moore County",21358,21190,441,189
"2703","TX","Morris County",11973,12066,123,218
"2704","TX","Motley County",1063,1020,13,30
"2705","TX","Nacogdoches County",64653,65375,888,722
"2706","TX","Navarro County",52624,55635,757,619
"2707","TX","Newton County",12217,12039,116,217
"2708","TX","Nolan County",14738,14306,178,209
"2709","TX","Nueces County",353178,352289,4500,3406
"2710","TX","Ochiltree County",10015,9704,145,88
"2711","TX","Oldham County",1758,1783,25,19
"2712","TX","Orange County",84808,85722,1132,1075
"2713","TX","Palo Pinto County",28409,29747,360,426
"2714","TX","Panola County",22491,22838,281,344
"2715","TX","Parker County",148222,173494,1868,1386
"2716","TX","Parmer County",9869,9617,164,103
"2717","TX","Pecos County",15193,14623,189,169
"2718","TX","Polk County",50123,54186,579,844
"2719","TX","Potter County",118525,114647,1692,1402
"2720","TX","Presidio County",6131,5795,90,70
"2721","TX","Rains County",12164,12986,111,198
"2722","TX","Randall County",140753,148255,1852,1300
"2723","TX","Reagan County",3385,3141,47,32
"2724","TX","Real County",2758,2854,31,61
"2725","TX","Red River County",11587,11678,140,225
"2726","TX","Reeves County",14748,11770,187,151
"2727","TX","Refugio County",6741,6666,54,110
"2728","TX","Roberts County",827,840,14,7
"2729","TX","Robertson County",16757,17267,211,260
"2730","TX","Rockwall County",107819,131307,1367,781
"2731","TX","Runnels County",9900,9868,122,187
"2732","TX","Rusk County",52214,53079,534,694
"2733","TX","Sabine County",9894,10106,108,237
"2734","TX","San Augustine County",7918,7833,90,182
"2735","TX","San Jacinto County",27402,28936,307,449
"2736","TX","San Patricio County",68755,70660,936,760
"2737","TX","San Saba County",5730,5845,54,85
"2738","TX","Schleicher County",2451,2391,39,33
"2739","TX","Scurry County",16932,16212,201,211
"2740","TX","Shackelford County",3105,3229,33,41
"2741","TX","Shelby County",24022,24179,398,367
"2742","TX","Sherman County",2782,2678,45,31
"2743","TX","Smith County",233479,245209,3049,2544
"2744","TX","Somervell County",9205,9888,103,116
"2745","TX","Starr County",65920,65934,1100,559
"2746","TX","Stephens County",9101,9343,89,141
"2747","TX","Sterling County",1372,1397,33,16
"2748","TX","Stonewall County",1245,1218,10,21
"2749","TX","Sutton County",3372,3221,37,47
"2750","TX","Swisher County",6971,6955,83,94
"2751","TX","Tarrant County",2110640,2182947,28006,14996
"2752","TX","Taylor County",143208,146836,2015,1590
"2753","TX","Terrell County",760,687,5,20
"2754","TX","Terry County",11831,11547,178,146
"2755","TX","Throckmorton County",1440,1526,13,23
"2756","TX","Titus County",31247,31357,479,336
